0	100.326
0.499	100.377
1.588	100.454
2.555	100.469
4.611	100.741
5.639	100.719
6.57	100.657
7.4	100.644
8.723	100.711
9.751	100.7
10.721	100.715
11.806	100.785
14.89	100.656
15.918	100.512
16.946	100.461
17.974	100.324
19.024	100.247
20.03	100.205
21.058	100.218
22.086	100.29
23.175	100.321
24.142	100.283
25.17	100.189
26.198	100.221
27.226	100.401
28.254	100.507
29.282	100.673
30.31	100.786
32.067	100.656
33.138	100.535
34.421	100.513
35.449	100.422
36.477	100.25
37.505	100.038
38.533	99.871
39.561	99.909
40.589	99.975
42.271	100.165
42.645	100.189
44.701	100.25
45.592	100.115
47.253	99.953
48.813	99.818
49.841	99.787
50.574	99.808
50.869	99.799
51.897	99.841
53.895	99.856
54.98	99.898
57.216	99.883
58.046	99.86
60.12	99.93
61.148	99.904
63.204	99.911
64.232	99.878
64.689	99.842
68.84	99.409
70.5	99.192
71.428	99.099
72.456	98.935
73.484	98.83
75.482	98.768
76.568	98.659
77.973	98.616
78.623	98.617
80.464	98.443
81.707	98.254
82.735	98.179
84.791	97.953
86.847	97.779
87.875	97.786
88.903	97.768
90.959	97.819
92.088	97.766
93.015	97.643
94.043	97.646
96.099	97.548
97.127	97.566
99.183	97.649
100.39	97.655
101.145	97.635
103.294	97.492
104.542	97.458
106.202	97.459
107.406	97.409
109.523	97.235
110.49	97.091
111.518	96.977
112.546	97.033
113.574	97.031
114.602	96.992
115.63	97.043
117.686	96.974
119.486	96.941
119.742	96.948
122.808	96.829
123.853	96.724
124.881	96.707
125.909	96.727
126.937	96.659
128.619	96.298
130.021	96.054
130.28	95.961
131.049	95.595
132.077	94.977
132.771	94.485
133.105	94.267
134.133	93.727
135.161	93.383
136.189	92.91
137.217	92.333
139.273	91.383
140.301	90.737
143.564	88.596
144.412	88.063
145.225	87.499
145.44	87.343
146.468	86.516
147.408	85.711
148.502	84.905
149.51	83.994
150.518	82.881
152.534	81.275
154.549	79.64
155.557	78.877
157.594	77.276
158.697	76.483
162.611	73.731
163.619	72.903
164.627	71.748
164.76	71.619
167.65	69.196
167.911	69.001
168.344	68.715
168.658	68.471
169.666	67.829
169.9	67.8
170.674	67.706
171.681	67.756
172.689	67.773
173.697	67.72
174.705	65.93
175.713	65.844
176.72	65.917
177.728	65.945
178.736	66.031
179.744	66.078
180.751	66.103
181.759	66.179
182.767	66.186
183.775	66.108
184.783	66.146
185.79	66.09
187.806	65.93
189.821	65.868
190.829	65.867
191.837	65.998
192.845	65.867
193.853	65.695
194.86	65.653
195.868	65.521
196.876	65.609
198.891	65.703
199.899	65.83
200.907	66.025
201.915	65.957
202.923	65.984
