264.05	64.067
264.589	64.105
265.104	64.083
266.158	63.822
266.961	63.812
267.213	63.783
267.751	63.768
268.267	63.8
268.542	63.84
269.321	63.906
270.123	63.893
271.429	63.828
271.704	63.85
272.459	63.964
273.285	64.022
274.076	64.142
274.867	64.238
275.622	64.475
275.693	64.484
276.699	64.482
277.753	64.459
278.029	64.438
278.819	64.337
279.862	64.359
280.916	64.515
281.191	64.491
281.982	64.291
282.772	64.302
285.132	64.236
285.935	65.53
286.186	65.708
287.516	65.692
287.8	65.696
289.348	65.716
289.887	65.747
290.403	65.805
293.38	66.52
294.631	66.969
296.212	67.389
297.002	67.577
298.584	67.885
298.835	67.922
299.889	67.935
300.943	67.922
301.746	67.993
303.052	68.073
303.327	68.072
304.118	68.116
304.908	68.05
305.16	68.064
307.268	68.319
308.322	68.33
309.376	68.396
310.478	68.408
311.233	68.476
312.539	68.494
313.604	68.468
314.395	68.395
314.647	68.4
315.186	68.511
315.701	68.592
315.976	68.569
316.767	68.616
317.557	68.71
319.929	69.069
320.72	69.012
321.51	69.065
322.025	69.127
323.091	69.175
323.882	69.179
324.134	69.199
325.188	69.359
325.463	69.415
326.242	69.477
327.044	69.439
329.451	69.137
330.206	69.06
330.458	69.018
330.997	68.997
331.512	68.929
331.788	68.96
332.614	69.008
333.369	69.11
334.159	69.111
335.776	69.065
339.945	69.672
340.999	69.857
342.065	70.186
344.161	70.735
344.437	70.802
345.215	70.935
346.018	70.949
346.269	70.968
346.808	71.093
347.324	71.184
348.378	71.272
350.486	71.612
351.552	71.689
352.342	71.772
354.702	72.109
355.756	72.161
356.81	72.192
357.086	72.244
357.865	72.435
358.667	72.655
359.973	72.871
361.027	73.093
361.829	73.308
362.081	73.345
363.135	73.575
364.236	73.905
365.243	74.271
366.297	74.521
367.363	74.869
368.405	75.184
369.735	75.472
370.514	75.699
371.568	76.109
372.622	76.477
373.676	76.897
374.478	77.166
374.73	77.265
375.269	77.422
375.784	77.551
383.163	79.826
384.217	80.073
386.325	80.49
387.918	80.797
388.433	80.889
388.709	80.916
391.871	80.988
392.65	80.992
393.452	80.905
394.758	80.818
395.859	80.788
406.101	80.701
409.515	80.788
410.844	80.836
411.623	80.882
413.731	80.896
414.797	80.937
418.75	81.022
420.056	81.02
421.11	81.039
422.703	81.006
424.32	81.008
425.075	80.981
429.543	81.045
431.651	80.964
432.705	80.943
440.131	80.93
441.138	80.942
444.3	81.143
446.408	81.241
447.462	81.164
448.792	81.124
449.571	81.078
451.164	81.109
453.535	81.087
454.841	81.093
455.895	81.062
458.003	81.086
459.069	81.141
460.111	81.216
465.394	81.453
467.49	81.396
469.347	81.37
472.761	81.265
473.815	81.173
475.923	80.889
476.977	80.818
478.031	80.891
480.139	80.883
481.193	80.821
481.996	80.691
482.247	80.632
483.302	80.311
483.577	80.327
484.332	80.434
485.41	80.529
487.518	80.616
488.32	80.618
495.951	80.799
496.226	80.82
497.052	80.932
498.059	81.006
499.113	81.046
500.167	81.007
500.969	81.007
501.76	80.94
502.275	80.872
503.329	80.884
504.132	80.839
504.922	80.822
506.539	80.83
507.546	80.867
508.6	80.953
510.708	81.049
511.762	81.053
512.828	81.01
514.924	81.247
515.978	81.319
516.781	81.207
517.032	81.193
518.362	81.234
520.195	81.198
521.249	81.266
522.35	81.314
525.477	81.407
526.519	81.471
528.628	81.531
529.43	81.518
530.736	81.533
531.79	81.594
536.006	81.604
537.06	81.514
538.162	81.578
540.222	81.499
541.277	81.423
542.079	81.343
543.385	81.141
543.66	81.136
544.451	81.171
546.547	81.167
546.822	81.132
547.601	80.923
548.404	80.884
548.655	80.857
550.763	80.859
551.566	80.833
553.147	80.829
554.728	80.872
556.309	80.861
557.088	80.898
561.304	81.296
562.358	81.38
563.46	81.36
565.005	81.398
565.521	81.392
566.587	81.36
567.629	81.282
568.958	81.343
569.737	81.33
571.33	81.173
572.899	81.079
573.702	81.066
575.008	81.084
576.864	81.141
579.298	81.172
